priogrid_gid,lat,lon,faction,faction_id,date
155350,17.75,94.75,Junta,0,2025-04-03
155351,17.75,95.25,Junta,0,2025-04-03
155352,17.75,95.75,Junta,0,2025-04-03
155353,17.75,96.25,Junta,0,2025-04-03
155354,17.75,96.75,Karen,4,2025-04-03
155355,17.75,97.25,Karen,4,2025-04-03
155356,17.75,97.75,Karen,4,2025-04-03
156069,18.25,94.25,Junta,0,2025-04-03
156070,18.25,94.75,Junta,0,2025-04-03
156071,18.25,95.25,Junta,0,2025-04-03
156072,18.25,95.75,Junta,0,2025-04-03
156073,18.25,96.25,PDF,2,2025-04-03
156074,18.25,96.75,Karen,4,2025-04-03
156075,18.25,97.25,Karen,4,2025-04-03
156076,18.25,97.75,Karen,4,2025-04-03
156788,18.75,93.75,Junta,0,2025-04-03
156789,18.75,94.25,Junta,0,2025-04-03
156790,18.75,94.75,Junta,0,2025-04-03
156791,18.75,95.25,Junta,0,2025-04-03
156792,18.75,95.75,PDF,2,2025-04-03
156793,18.75,96.25,PDF,2,2025-04-03
156794,18.75,96.75,Karen,4,2025-04-03
156795,18.75,97.25,Karenni,5,2025-04-03
156796,18.75,97.75,Karenni,5,2025-04-03
157508,19.25,93.75,Junta,0,2025-04-03
157509,19.25,94.25,Junta,0,2025-04-03
157510,19.25,94.75,Junta,0,2025-04-03
157511,19.25,95.25,Junta,0,2025-04-03
157512,19.25,95.75,Junta,0,2025-04-03
157513,19.25,96.25,Junta,0,2025-04-03
157514,19.25,96.75,Karen,4,2025-04-03
157515,19.25,97.25,Karenni,5,2025-04-03
157516,19.25,97.75,Karenni,5,2025-04-03
158228,19.75,93.75,AA,6,2025-04-03
158229,19.75,94.25,AA,6,2025-04-03
158230,19.75,94.75,Junta,0,2025-04-03
158231,19.75,95.25,Junta,0,2025-04-03
158232,19.75,95.75,Junta,0,2025-04-03
158233,19.75,96.25,Junta,0,2025-04-03
158234,19.75,96.75,Karenni,5,2025-04-03
158235,19.75,97.25,Karenni,5,2025-04-03
158236,19.75,97.75,Junta,0,2025-04-03
158237,19.75,98.25,Junta,0,2025-04-03
158238,19.75,98.75,Junta,0,2025-04-03
158946,20.25,92.75,Junta,0,2025-04-03
158947,20.25,93.25,Junta,0,2025-04-03
158948,20.25,93.75,AA,6,2025-04-03
158949,20.25,94.25,AA,6,2025-04-03
158950,20.25,94.75,Junta,0,2025-04-03
158951,20.25,95.25,Junta,0,2025-04-03
158952,20.25,95.75,Junta,0,2025-04-03
158953,20.25,96.25,Junta,0,2025-04-03
158954,20.25,96.75,Junta,0,2025-04-03
158955,20.25,97.25,Junta,0,2025-04-03
158956,20.25,97.75,Junta,0,2025-04-03
158957,20.25,98.25,Junta,0,2025-04-03
158958,20.25,98.75,Junta,0,2025-04-03
158959,20.25,99.25,Junta,0,2025-04-03
158960,20.25,99.75,Junta,0,2025-04-03
158961,20.25,100.25,Junta,0,2025-04-03
159665,20.75,92.25,Junta,0,2025-04-03
159666,20.75,92.75,AA,6,2025-04-03
159667,20.75,93.25,AA,6,2025-04-03
159668,20.75,93.75,AA,6,2025-04-03
159669,20.75,94.25,AA,6,2025-04-03
159670,20.75,94.75,Junta,0,2025-04-03
159671,20.75,95.25,Junta,0,2025-04-03
159672,20.75,95.75,Junta,0,2025-04-03
159673,20.75,96.25,Junta,0,2025-04-03
159674,20.75,96.75,Junta,0,2025-04-03
159675,20.75,97.25,Junta,0,2025-04-03
159676,20.75,97.75,Junta,0,2025-04-03
159677,20.75,98.25,Junta,0,2025-04-03
159678,20.75,98.75,Junta,0,2025-04-03
159679,20.75,99.25,Junta,0,2025-04-03
159680,20.75,99.75,Junta,0,2025-04-03
159681,20.75,100.25,Junta,0,2025-04-03
160385,21.25,92.25,AA,6,2025-04-03
160386,21.25,92.75,AA,6,2025-04-03
160387,21.25,93.25,Chin Resistance,9,2025-04-03
160388,21.25,93.75,Chin Resistance,9,2025-04-03
160389,21.25,94.25,PDF,2,2025-04-03
160390,21.25,94.75,Junta,0,2025-04-03
160391,21.25,95.25,Junta,0,2025-04-03
160392,21.25,95.75,Junta,0,2025-04-03
160393,21.25,96.25,Junta,0,2025-04-03
160394,21.25,96.75,Junta,0,2025-04-03
160395,21.25,97.25,SSPP,12,2025-04-03
160396,21.25,97.75,SSPP,12,2025-04-03
160397,21.25,98.25,Junta,0,2025-04-03
160398,21.25,98.75,Junta,0,2025-04-03
160399,21.25,99.25,Junta,0,2025-04-03
160400,21.25,99.75,Junta,0,2025-04-03
160401,21.25,100.25,Junta,0,2025-04-03
160402,21.25,100.75,Junta,0,2025-04-03
161105,21.75,92.25,AA,6,2025-04-03
161106,21.75,92.75,AA,6,2025-04-03
161107,21.75,93.25,Chin Resistance,9,2025-04-03
161108,21.75,93.75,Chin Resistance,9,2025-04-03
161109,21.75,94.25,Chin Resistance,9,2025-04-03
161110,21.75,94.75,Junta,0,2025-04-03
161111,21.75,95.25,PDF,2,2025-04-03
161112,21.75,95.75,Junta,0,2025-04-03
161113,21.75,96.25,Junta,0,2025-04-03
161114,21.75,96.75,Junta,0,2025-04-03
161115,21.75,97.25,SSPP,12,2025-04-03
161116,21.75,97.75,SSPP,12,2025-04-03
161117,21.75,98.25,SSPP,12,2025-04-03
161118,21.75,98.75,Junta,0,2025-04-03
161119,21.75,99.25,Junta,0,2025-04-03
161120,21.75,99.75,NDAA,14,2025-04-03
161121,21.75,100.25,NDAA,14,2025-04-03
161122,21.75,100.75,NDAA,14,2025-04-03
161123,21.75,101.25,Junta,0,2025-04-03
161826,22.25,92.75,AA,6,2025-04-03
161827,22.25,93.25,Chin Resistance,9,2025-04-03
161828,22.25,93.75,Chin Resistance,9,2025-04-03
161829,22.25,94.25,Junta,0,2025-04-03
161830,22.25,94.75,Junta,0,2025-04-03
161831,22.25,95.25,Junta,0,2025-04-03
161832,22.25,95.75,Junta,0,2025-04-03
161833,22.25,96.25,Junta,0,2025-04-03
161834,22.25,96.75,Junta,0,2025-04-03
161835,22.25,97.25,SSPP,12,2025-04-03
161836,22.25,97.75,SSPP,12,2025-04-03
161837,22.25,98.25,SSPP,12,2025-04-03
161838,22.25,98.75,SSPP,12,2025-04-03
161839,22.25,99.25,UWSA,15,2025-04-03
161840,22.25,99.75,UWSA,15,2025-04-03
162547,22.75,93.25,Chin Resistance,9,2025-04-03
162548,22.75,93.75,Chin Resistance,9,2025-04-03
162549,22.75,94.25,Junta,0,2025-04-03
162550,22.75,94.75,Junta,0,2025-04-03
162551,22.75,95.25,Junta,0,2025-04-03
162552,22.75,95.75,Junta,0,2025-04-03
162553,22.75,96.25,Junta,0,2025-04-03
162554,22.75,96.75,Junta,0,2025-04-03
162555,22.75,97.25,Junta,0,2025-04-03
162556,22.75,97.75,Junta,0,2025-04-03
162557,22.75,98.25,SSPP,12,2025-04-03
162558,22.75,98.75,SSPP,12,2025-04-03
162559,22.75,99.25,UWSA,15,2025-04-03
163267,23.25,93.25,Chin Resistance,9,2025-04-03
163268,23.25,93.75,Chin Resistance,9,2025-04-03
163269,23.25,94.25,Junta,0,2025-04-03
163270,23.25,94.75,Junta,0,2025-04-03
163271,23.25,95.25,Junta,0,2025-04-03
163272,23.25,95.75,Junta,0,2025-04-03
163273,23.25,96.25,Junta,0,2025-04-03
163274,23.25,96.75,KIA,3,2025-04-03
163275,23.25,97.25,Junta,0,2025-04-03
163276,23.25,97.75,Junta,0,2025-04-03
163277,23.25,98.25,Junta,0,2025-04-03
163278,23.25,98.75,UWSA,15,2025-04-03
163279,23.25,99.25,UWSA,15,2025-04-03
163987,23.75,93.25,Chin Resistance,9,2025-04-03
163988,23.75,93.75,Chin Resistance,9,2025-04-03
163989,23.75,94.25,Chin Resistance,9,2025-04-03
163990,23.75,94.75,Junta,0,2025-04-03
163991,23.75,95.25,Junta,0,2025-04-03
163992,23.75,95.75,Junta,0,2025-04-03
163993,23.75,96.25,Junta,0,2025-04-03
163994,23.75,96.75,KIA,3,2025-04-03
163995,23.75,97.25,KIA,3,2025-04-03
163996,23.75,97.75,KIA,3,2025-04-03
163997,23.75,98.25,KIA,3,2025-04-03
163998,23.75,98.75,Junta,0,2025-04-03
164707,24.25,93.25,Chin Resistance,9,2025-04-03
164708,24.25,93.75,Chin Resistance,9,2025-04-03
164709,24.25,94.25,Junta,0,2025-04-03
164710,24.25,94.75,Junta,0,2025-04-03
164711,24.25,95.25,Junta,0,2025-04-03
164712,24.25,95.75,KIA,3,2025-04-03
164713,24.25,96.25,KIA,3,2025-04-03
164714,24.25,96.75,KIA,3,2025-04-03
164715,24.25,97.25,KIA,3,2025-04-03
164716,24.25,97.75,Junta,0,2025-04-03
164717,24.25,98.25,Junta,0,2025-04-03
164718,24.25,98.75,Junta,0,2025-04-03
165430,24.75,94.75,Junta,0,2025-04-03
165431,24.75,95.25,KIA,3,2025-04-03
165432,24.75,95.75,KIA,3,2025-04-03
165433,24.75,96.25,KIA,3,2025-04-03
165434,24.75,96.75,KIA,3,2025-04-03
165435,24.75,97.25,KIA,3,2025-04-03
165436,24.75,97.75,Junta,0,2025-04-03
166150,25.25,94.75,Junta,0,2025-04-03
166151,25.25,95.25,Junta,0,2025-04-03
166152,25.25,95.75,KIA,3,2025-04-03
166153,25.25,96.25,KIA,3,2025-04-03
166154,25.25,96.75,KIA,3,2025-04-03
166155,25.25,97.25,KIA,3,2025-04-03
166156,25.25,97.75,Junta,0,2025-04-03
166870,25.75,94.75,Junta,0,2025-04-03
166871,25.75,95.25,Junta,0,2025-04-03
166872,25.75,95.75,KIA,3,2025-04-03
166873,25.75,96.25,KIA,3,2025-04-03
166874,25.75,96.75,KIA,3,2025-04-03
166875,25.75,97.25,KIA,3,2025-04-03
166876,25.75,97.75,KIA,3,2025-04-03
166877,25.75,98.25,Junta,0,2025-04-03
166878,25.75,98.75,Junta,0,2025-04-03
167591,26.25,95.25,Junta,0,2025-04-03
167592,26.25,95.75,KIA,3,2025-04-03
167593,26.25,96.25,KIA,3,2025-04-03
167594,26.25,96.75,KIA,3,2025-04-03
167595,26.25,97.25,KIA,3,2025-04-03
167596,26.25,97.75,KIA,3,2025-04-03
167597,26.25,98.25,KIA,3,2025-04-03
167598,26.25,98.75,Junta,0,2025-04-03
168311,26.75,95.25,Junta,0,2025-04-03
168312,26.75,95.75,Junta,0,2025-04-03
168313,26.75,96.25,KIA,3,2025-04-03
168314,26.75,96.75,KIA,3,2025-04-03
168315,26.75,97.25,KIA,3,2025-04-03
168316,26.75,97.75,KIA,3,2025-04-03
168317,26.75,98.25,KIA,3,2025-04-03
168318,26.75,98.75,Junta,0,2025-04-03
169033,27.25,96.25,KIA,3,2025-04-03
169034,27.25,96.75,KIA,3,2025-04-03
169035,27.25,97.25,KIA,3,2025-04-03
169036,27.25,97.75,KIA,3,2025-04-03
169037,27.25,98.25,Junta,0,2025-04-03
169038,27.25,98.75,Junta,0,2025-04-03
169754,27.75,96.75,KIA,3,2025-04-03
169755,27.75,97.25,Junta,0,2025-04-03
169756,27.75,97.75,Junta,0,2025-04-03
169757,27.75,98.25,Junta,0,2025-04-03
170475,28.25,97.25,Junta,0,2025-04-03
170476,28.25,97.75,Junta,0,2025-04-03
170477,28.25,98.25,Junta,0,2025-04-03
144558,10.25,98.75,Junta,0,2025-04-04
145277,10.75,98.25,Junta,0,2025-04-04
145278,10.75,98.75,Junta,0,2025-04-04
145998,11.25,98.75,Junta,0,2025-04-04
145999,11.25,99.25,PDF,2,2025-04-04
146717,11.75,98.25,Junta,0,2025-04-04
146718,11.75,98.75,Junta,0,2025-04-04
146719,11.75,99.25,PDF,2,2025-04-04
146720,11.75,99.75,Junta,0,2025-04-04
147437,12.25,98.25,Junta,0,2025-04-04
147438,12.25,98.75,Junta,0,2025-04-04
147439,12.25,99.25,PDF,2,2025-04-04
148157,12.75,98.25,Junta,0,2025-04-04
148158,12.75,98.75,Junta,0,2025-04-04
148159,12.75,99.25,PDF,2,2025-04-04
148878,13.25,98.75,Junta,0,2025-04-04
148879,13.25,99.25,PDF,2,2025-04-04
149597,13.75,98.25,Junta,0,2025-04-04
149598,13.75,98.75,Karen,4,2025-04-04
149599,13.75,99.25,Karen,4,2025-04-04
150317,14.25,98.25,Junta,0,2025-04-04
150318,14.25,98.75,Karen,4,2025-04-04
151036,14.75,97.75,Junta,0,2025-04-04
151037,14.75,98.25,Karen,4,2025-04-04
151756,15.25,97.75,Junta,0,2025-04-04
151757,15.25,98.25,Junta,0,2025-04-04
152471,15.75,95.25,Junta,0,2025-04-04
152472,15.75,95.75,Junta,0,2025-04-04
152476,15.75,97.75,Junta,0,2025-04-04
152477,15.75,98.25,Junta,0,2025-04-04
153189,16.25,94.25,Junta,0,2025-04-04
153190,16.25,94.75,Junta,0,2025-04-04
153191,16.25,95.25,Junta,0,2025-04-04
153192,16.25,95.75,Junta,0,2025-04-04
153193,16.25,96.25,Junta,0,2025-04-04
153196,16.25,97.75,Junta,0,2025-04-04
153197,16.25,98.25,Junta,0,2025-04-04
153198,16.25,98.75,Junta,0,2025-04-04
153909,16.75,94.25,Junta,0,2025-04-04
153910,16.75,94.75,Junta,0,2025-04-04
153911,16.75,95.25,Junta,0,2025-04-04
153912,16.75,95.75,Junta,0,2025-04-04
153913,16.75,96.25,Junta,0,2025-04-04
153914,16.75,96.75,Junta,0,2025-04-04
153915,16.75,97.25,Junta,0,2025-04-04
153916,16.75,97.75,Junta,0,2025-04-04
153917,16.75,98.25,Junta,0,2025-04-04
154630,17.25,94.75,Junta,0,2025-04-04
154631,17.25,95.25,Junta,0,2025-04-04
154632,17.25,95.75,Junta,0,2025-04-04
154633,17.25,96.25,Junta,0,2025-04-04
154634,17.25,96.75,Junta,0,2025-04-04
154635,17.25,97.25,Karen,4,2025-04-04
154636,17.25,97.75,Karen,4,2025-04-04
154637,17.25,98.25,Karen,4,2025-04-04
155350,17.75,94.75,Junta,0,2025-04-04
155351,17.75,95.25,Junta,0,2025-04-04
155352,17.75,95.75,Junta,0,2025-04-04
155353,17.75,96.25,Junta,0,2025-04-04
155354,17.75,96.75,Karen,4,2025-04-04
155355,17.75,97.25,Karen,4,2025-04-04
155356,17.75,97.75,Karen,4,2025-04-04
156069,18.25,94.25,Junta,0,2025-04-04
156070,18.25,94.75,Junta,0,2025-04-04
156071,18.25,95.25,Junta,0,2025-04-04
156072,18.25,95.75,Junta,0,2025-04-04
156073,18.25,96.25,PDF,2,2025-04-04
156074,18.25,96.75,Karen,4,2025-04-04
156075,18.25,97.25,Karen,4,2025-04-04
156076,18.25,97.75,Karen,4,2025-04-04
156788,18.75,93.75,Junta,0,2025-04-04
156789,18.75,94.25,Junta,0,2025-04-04
156790,18.75,94.75,Junta,0,2025-04-04
156791,18.75,95.25,Junta,0,2025-04-04
156792,18.75,95.75,PDF,2,2025-04-04
156793,18.75,96.25,PDF,2,2025-04-04
156794,18.75,96.75,Karen,4,2025-04-04
156795,18.75,97.25,Karenni,5,2025-04-04
156796,18.75,97.75,Karenni,5,2025-04-04
157508,19.25,93.75,Junta,0,2025-04-04
157509,19.25,94.25,Junta,0,2025-04-04
157510,19.25,94.75,Junta,0,2025-04-04
157511,19.25,95.25,Junta,0,2025-04-04
157512,19.25,95.75,Junta,0,2025-04-04
157513,19.25,96.25,Junta,0,2025-04-04
157514,19.25,96.75,Karen,4,2025-04-04
157515,19.25,97.25,Karenni,5,2025-04-04
157516,19.25,97.75,Karenni,5,2025-04-04
158228,19.75,93.75,AA,6,2025-04-04
158229,19.75,94.25,AA,6,2025-04-04
158230,19.75,94.75,Junta,0,2025-04-04
158231,19.75,95.25,Junta,0,2025-04-04
158232,19.75,95.75,Junta,0,2025-04-04
158233,19.75,96.25,Junta,0,2025-04-04
158234,19.75,96.75,Karenni,5,2025-04-04
158235,19.75,97.25,Karenni,5,2025-04-04
158236,19.75,97.75,Junta,0,2025-04-04
158237,19.75,98.25,Junta,0,2025-04-04
158238,19.75,98.75,Junta,0,2025-04-04
158946,20.25,92.75,Junta,0,2025-04-04
158947,20.25,93.25,Junta,0,2025-04-04
158948,20.25,93.75,AA,6,2025-04-04
158949,20.25,94.25,AA,6,2025-04-04
158950,20.25,94.75,Junta,0,2025-04-04
158951,20.25,95.25,Junta,0,2025-04-04
158952,20.25,95.75,Junta,0,2025-04-04
158953,20.25,96.25,Junta,0,2025-04-04
158954,20.25,96.75,Junta,0,2025-04-04
158955,20.25,97.25,Junta,0,2025-04-04
158956,20.25,97.75,Junta,0,2025-04-04
158957,20.25,98.25,Junta,0,2025-04-04
158958,20.25,98.75,Junta,0,2025-04-04
158959,20.25,99.25,Junta,0,2025-04-04
158960,20.25,99.75,Junta,0,2025-04-04
158961,20.25,100.25,Junta,0,2025-04-04
159665,20.75,92.25,Junta,0,2025-04-04
159666,20.75,92.75,AA,6,2025-04-04
159667,20.75,93.25,AA,6,2025-04-04
159668,20.75,93.75,AA,6,2025-04-04
159669,20.75,94.25,AA,6,2025-04-04
159670,20.75,94.75,Junta,0,2025-04-04
159671,20.75,95.25,Junta,0,2025-04-04
159672,20.75,95.75,Junta,0,2025-04-04
159673,20.75,96.25,Junta,0,2025-04-04
159674,20.75,96.75,Junta,0,2025-04-04
159675,20.75,97.25,Junta,0,2025-04-04
159676,20.75,97.75,Junta,0,2025-04-04
159677,20.75,98.25,Junta,0,2025-04-04
159678,20.75,98.75,Junta,0,2025-04-04
159679,20.75,99.25,Junta,0,2025-04-04
159680,20.75,99.75,Junta,0,2025-04-04
159681,20.75,100.25,Junta,0,2025-04-04
160385,21.25,92.25,AA,6,2025-04-04
160386,21.25,92.75,AA,6,2025-04-04
160387,21.25,93.25,Chin Resistance,9,2025-04-04
160388,21.25,93.75,Chin Resistance,9,2025-04-04
160389,21.25,94.25,PDF,2,2025-04-04
160390,21.25,94.75,Junta,0,2025-04-04
160391,21.25,95.25,Junta,0,2025-04-04
160392,21.25,95.75,Junta,0,2025-04-04
160393,21.25,96.25,Junta,0,2025-04-04
160394,21.25,96.75,Junta,0,2025-04-04
160395,21.25,97.25,SSPP,12,2025-04-04
160396,21.25,97.75,SSPP,12,2025-04-04
160397,21.25,98.25,Junta,0,2025-04-04
160398,21.25,98.75,Junta,0,2025-04-04
160399,21.25,99.25,Junta,0,2025-04-04
160400,21.25,99.75,Junta,0,2025-04-04
160401,21.25,100.25,Junta,0,2025-04-04
160402,21.25,100.75,Junta,0,2025-04-04
161105,21.75,92.25,AA,6,2025-04-04
161106,21.75,92.75,AA,6,2025-04-04
161107,21.75,93.25,Chin Resistance,9,2025-04-04
161108,21.75,93.75,Chin Resistance,9,2025-04-04
161109,21.75,94.25,Chin Resistance,9,2025-04-04
161110,21.75,94.75,Junta,0,2025-04-04
161111,21.75,95.25,PDF,2,2025-04-04
161112,21.75,95.75,Junta,0,2025-04-04
161113,21.75,96.25,Junta,0,2025-04-04
161114,21.75,96.75,Junta,0,2025-04-04
161115,21.75,97.25,SSPP,12,2025-04-04
161116,21.75,97.75,SSPP,12,2025-04-04
161117,21.75,98.25,SSPP,12,2025-04-04
161118,21.75,98.75,Junta,0,2025-04-04
161119,21.75,99.25,Junta,0,2025-04-04
161120,21.75,99.75,NDAA,14,2025-04-04
161121,21.75,100.25,NDAA,14,2025-04-04
161122,21.75,100.75,NDAA,14,2025-04-04
161123,21.75,101.25,Junta,0,2025-04-04
161826,22.25,92.75,AA,6,2025-04-04
161827,22.25,93.25,Chin Resistance,9,2025-04-04
161828,22.25,93.75,Chin Resistance,9,2025-04-04
161829,22.25,94.25,Junta,0,2025-04-04
161830,22.25,94.75,Junta,0,2025-04-04
161831,22.25,95.25,Junta,0,2025-04-04
161832,22.25,95.75,Junta,0,2025-04-04
161833,22.25,96.25,Junta,0,2025-04-04
161834,22.25,96.75,Junta,0,2025-04-04
161835,22.25,97.25,SSPP,12,2025-04-04
161836,22.25,97.75,SSPP,12,2025-04-04
161837,22.25,98.25,SSPP,12,2025-04-04
161838,22.25,98.75,SSPP,12,2025-04-04
161839,22.25,99.25,UWSA,15,2025-04-04
161840,22.25,99.75,UWSA,15,2025-04-04
162547,22.75,93.25,Chin Resistance,9,2025-04-04
162548,22.75,93.75,Chin Resistance,9,2025-04-04
162549,22.75,94.25,Junta,0,2025-04-04
162550,22.75,94.75,Junta,0,2025-04-04
162551,22.75,95.25,Junta,0,2025-04-04
162552,22.75,95.75,Junta,0,2025-04-04
162553,22.75,96.25,Junta,0,2025-04-04
162554,22.75,96.75,Junta,0,2025-04-04
162555,22.75,97.25,Junta,0,2025-04-04
162556,22.75,97.75,Junta,0,2025-04-04
162557,22.75,98.25,SSPP,12,2025-04-04
162558,22.75,98.75,SSPP,12,2025-04-04
162559,22.75,99.25,UWSA,15,2025-04-04
163267,23.25,93.25,Chin Resistance,9,2025-04-04
163268,23.25,93.75,Chin Resistance,9,2025-04-04
163269,23.25,94.25,Junta,0,2025-04-04
163270,23.25,94.75,Junta,0,2025-04-04
163271,23.25,95.25,Junta,0,2025-04-04
163272,23.25,95.75,Junta,0,2025-04-04
163273,23.25,96.25,Junta,0,2025-04-04
163274,23.25,96.75,KIA,3,2025-04-04
163275,23.25,97.25,Junta,0,2025-04-04
163276,23.25,97.75,Junta,0,2025-04-04
163277,23.25,98.25,Junta,0,2025-04-04
163278,23.25,98.75,UWSA,15,2025-04-04
163279,23.25,99.25,UWSA,15,2025-04-04
163987,23.75,93.25,Chin Resistance,9,2025-04-04
163988,23.75,93.75,Chin Resistance,9,2025-04-04
163989,23.75,94.25,Chin Resistance,9,2025-04-04
163990,23.75,94.75,Junta,0,2025-04-04
163991,23.75,95.25,Junta,0,2025-04-04
163992,23.75,95.75,Junta,0,2025-04-04
163993,23.75,96.25,Junta,0,2025-04-04
163994,23.75,96.75,KIA,3,2025-04-04
163995,23.75,97.25,KIA,3,2025-04-04
163996,23.75,97.75,KIA,3,2025-04-04
163997,23.75,98.25,KIA,3,2025-04-04
163998,23.75,98.75,Junta,0,2025-04-04
164707,24.25,93.25,Chin Resistance,9,2025-04-04
164708,24.25,93.75,Chin Resistance,9,2025-04-04
164709,24.25,94.25,Junta,0,2025-04-04
164710,24.25,94.75,Junta,0,2025-04-04
164711,24.25,95.25,Junta,0,2025-04-04
164712,24.25,95.75,KIA,3,2025-04-04
164713,24.25,96.25,KIA,3,2025-04-04
164714,24.25,96.75,KIA,3,2025-04-04
164715,24.25,97.25,KIA,3,2025-04-04
164716,24.25,97.75,Junta,0,2025-04-04
164717,24.25,98.25,Junta,0,2025-04-04
164718,24.25,98.75,Junta,0,2025-04-04
165430,24.75,94.75,Junta,0,2025-04-04
165431,24.75,95.25,KIA,3,2025-04-04
165432,24.75,95.75,KIA,3,2025-04-04
165433,24.75,96.25,KIA,3,2025-04-04
165434,24.75,96.75,KIA,3,2025-04-04
165435,24.75,97.25,KIA,3,2025-04-04
165436,24.75,97.75,Junta,0,2025-04-04
166150,25.25,94.75,Junta,0,2025-04-04
166151,25.25,95.25,Junta,0,2025-04-04
166152,25.25,95.75,KIA,3,2025-04-04
166153,25.25,96.25,KIA,3,2025-04-04
166154,25.25,96.75,KIA,3,2025-04-04
166155,25.25,97.25,KIA,3,2025-04-04
166156,25.25,97.75,Junta,0,2025-04-04
166870,25.75,94.75,Junta,0,2025-04-04
166871,25.75,95.25,Junta,0,2025-04-04
166872,25.75,95.75,KIA,3,2025-04-04
166873,25.75,96.25,KIA,3,2025-04-04
166874,25.75,96.75,KIA,3,2025-04-04
166875,25.75,97.25,KIA,3,2025-04-04
166876,25.75,97.75,KIA,3,2025-04-04
166877,25.75,98.25,Junta,0,2025-04-04
166878,25.75,98.75,Junta,0,2025-04-04
167591,26.25,95.25,Junta,0,2025-04-04
167592,26.25,95.75,KIA,3,2025-04-04
167593,26.25,96.25,KIA,3,2025-04-04
167594,26.25,96.75,KIA,3,2025-04-04
167595,26.25,97.25,KIA,3,2025-04-04
167596,26.25,97.75,KIA,3,2025-04-04
167597,26.25,98.25,KIA,3,2025-04-04
167598,26.25,98.75,Junta,0,2025-04-04
168311,26.75,95.25,Junta,0,2025-04-04
168312,26.75,95.75,Junta,0,2025-04-04
168313,26.75,96.25,KIA,3,2025-04-04
168314,26.75,96.75,KIA,3,2025-04-04
168315,26.75,97.25,KIA,3,2025-04-04
168316,26.75,97.75,KIA,3,2025-04-04
168317,26.75,98.25,KIA,3,2025-04-04
168318,26.75,98.75,Junta,0,2025-04-04
169033,27.25,96.25,KIA,3,2025-04-04
169034,27.25,96.75,KIA,3,2025-04-04
169035,27.25,97.25,KIA,3,2025-04-04
169036,27.25,97.75,KIA,3,2025-04-04
169037,27.25,98.25,Junta,0,2025-04-04
169038,27.25,98.75,Junta,0,2025-04-04
169754,27.75,96.75,KIA,3,2025-04-04
169755,27.75,97.25,Junta,0,2025-04-04
169756,27.75,97.75,Junta,0,2025-04-04
169757,27.75,98.25,Junta,0,2025-04-04
170475,28.25,97.25,Junta,0,2025-04-04
170476,28.25,97.75,Junta,0,2025-04-04
170477,28.25,98.25,Junta,0,2025-04-04
144558,10.25,98.75,Junta,0,2025-05-04
145277,10.75,98.25,Junta,0,2025-05-04
145278,10.75,98.75,Junta,0,2025-05-04
145998,11.25,98.75,Junta,0,2025-05-04
145999,11.25,99.25,PDF,2,2025-05-04
146717,11.75,98.25,Junta,0,2025-05-04
146718,11.75,98.75,Junta,0,2025-05-04
146719,11.75,99.25,PDF,2,2025-05-04
146720,11.75,99.75,Junta,0,2025-05-04
147437,12.25,98.25,Junta,0,2025-05-04
147438,12.25,98.75,Junta,0,2025-05-04
147439,12.25,99.25,PDF,2,2025-05-04
148157,12.75,98.25,Junta,0,2025-05-04
148158,12.75,98.75,Junta,0,2025-05-04
148159,12.75,99.25,PDF,2,2025-05-04
148878,13.25,98.75,Junta,0,2025-05-04
148879,13.25,99.25,PDF,2,2025-05-04
149597,13.75,98.25,Junta,0,2025-05-04
149598,13.75,98.75,Karen,4,2025-05-04
149599,13.75,99.25,Karen,4,2025-05-04
150317,14.25,98.25,Junta,0,2025-05-04
150318,14.25,98.75,Karen,4,2025-05-04
151036,14.75,97.75,Junta,0,2025-05-04
151037,14.75,98.25,Karen,4,2025-05-04
151756,15.25,97.75,Junta,0,2025-05-04
151757,15.25,98.25,Junta,0,2025-05-04
152471,15.75,95.25,Junta,0,2025-05-04
152472,15.75,95.75,Junta,0,2025-05-04
152476,15.75,97.75,Junta,0,2025-05-04
152477,15.75,98.25,Junta,0,2025-05-04
153189,16.25,94.25,Junta,0,2025-05-04
153190,16.25,94.75,Junta,0,2025-05-04
153191,16.25,95.25,Junta,0,2025-05-04
153192,16.25,95.75,Junta,0,2025-05-04
153193,16.25,96.25,Junta,0,2025-05-04
153196,16.25,97.75,Junta,0,2025-05-04
153197,16.25,98.25,Junta,0,2025-05-04
153198,16.25,98.75,Junta,0,2025-05-04
153909,16.75,94.25,Junta,0,2025-05-04
153910,16.75,94.75,Junta,0,2025-05-04
153911,16.75,95.25,Junta,0,2025-05-04
153912,16.75,95.75,Junta,0,2025-05-04
153913,16.75,96.25,Junta,0,2025-05-04
153914,16.75,96.75,Junta,0,2025-05-04
153915,16.75,97.25,Junta,0,2025-05-04
153916,16.75,97.75,Junta,0,2025-05-04
153917,16.75,98.25,Junta,0,2025-05-04
154630,17.25,94.75,Junta,0,2025-05-04
154631,17.25,95.25,Junta,0,2025-05-04
154632,17.25,95.75,Junta,0,2025-05-04
154633,17.25,96.25,Junta,0,2025-05-04
154634,17.25,96.75,Junta,0,2025-05-04
154635,17.25,97.25,Karen,4,2025-05-04
154636,17.25,97.75,Karen,4,2025-05-04
154637,17.25,98.25,Karen,4,2025-05-04
155350,17.75,94.75,Junta,0,2025-05-04
155351,17.75,95.25,Junta,0,2025-05-04
155352,17.75,95.75,Junta,0,2025-05-04
155353,17.75,96.25,Junta,0,2025-05-04
